IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
192104-07122023,07-Dec-23,2023,10:08:39,10,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,E13 9EN,E13,46009379.0,22207639,E09000025,NEWHAM,Newham,E05013918,PLAISTOW NORTH,PLAISTOW NORTH,541224.0,183210.0,541250,183250,51.53014972,0.034572206,London,Plaistow,325.0,Plaistow,416.0,East Ham,2.0,2.0,2,60,388,1.0
151687-30092023,30-Sep-23,2023,12:32:34,12,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,E5,0.0,20900766,E09000012,HACKNEY,Hackney,E05009379,KING'S PARK,KING'S PARK,,,535850,186150,,,London,Homerton,383.0,Stoke Newington,,,1.0,1.0,1,60,388,1.0
195821-13122023,13-Dec-23,2023,14:56:13,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,KT6,0.0,21800901,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013943,ST. MARK'S & SEETHING WELLS,ST. MARK'S & SEETHING WELLS,,,517850,167250,,,London,Surbiton,200.0,Surbiton,,,1.0,1.0,2,60,388,1.0
130862-28082023,28-Aug-23,2023,07:13:59,7,Special Service,Special Service,No action (not false alarm),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SM6,0.0,22605550,E09000029,SUTTON,Sutton,E05013771,WALLINGTON SOUTH,WALLINGTON SOUTH,,,529050,162950,,,London,Wallington,210.0,Wallington,,,1.0,1.0,1,60,388,1.0
048795-08042023,08-Apr-23,2023,13:16:54,13,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Within same building,NW6 4LG,NW6,5185381.0,20400545,E09000007,CAMDEN,Camden,E05013665,KILBURN,KILBURN,525212.0,184249.0,525250,184250,51.5432586,-0.1957682,London,West Hampstead,243.0,West Hampstead,347.0,Willesden,2.0,2.0,2,60,388,1.0
160835-15102023,15-Oct-23,2023,15:24:41,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W9,0.0,8400973,E09000033,WESTMINSTER,Westminster,E05013795,HARROW ROAD,HARROW ROAD,,,524650,182150,,,London,North Kensington,626.0,Soho,961.0,Soho,1.0,2.0,2,60,388,1.0
129288-25082023,25-Aug-23,2023,14:41:38,14,False Alarm,False alarm - Good intent,,Outdoor Structure,Garden equipment ,On land associated with building,CR0 1PA,CR0,10096152118.0,20500973,E09000008,CROYDON,Croydon,E05011468,FAIRFIELD,FAIRFIELD,532389.0,165550.0,532350,165550,51.37358765,-0.099320966,London,Croydon,316.0,Croydon,406.0,Croydon,1.0,2.0,2,60,388,2.0
137206-07092023,07-Sep-23,2023,12:19:49,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,EC1V,0.0,21605354,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,532050,182850,,,London,Shoreditch,623.0,Dowgate,,,1.0,1.0,1,60,388,1.0
151558-30092023,30-Sep-23,2023,06:52:27,6,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,SM2,0.0,22602672,E09000029,SUTTON,Sutton,E05013755,BELMONT,BELMONT,,,526550,162550,,,London,Sutton,485.0,Wallington,,,1.0,1.0,1,60,388,1.0
000933-02012023,02-Jan-23,2023,16:18:28,16,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,IG6,0.0,22305067,E09000026,REDBRIDGE,Redbridge,E05011242,FAIRLOP,FAIRLOP,,,544450,191250,,,London,Hainault,210.0,Hainault,535.0,Woodford,2.0,2.0,2,60,364,3.0
126872-21082023,21-Aug-23,2023,11:56:22,11,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,DA18,0.0,20100912,E09000004,BEXLEY,Bexley,E05011232,THAMESMEAD EAST,THAMESMEAD EAST,,,547950,179250,,,London,Erith,484.0,Plumstead,,,1.0,1.0,1,60,388,1.0
046699-04042023,04-Apr-23,2023,14:21:10,14,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,CR0,0.0,20501369,E09000008,CROYDON,Croydon,E05011475,PARK HILL & WHITGIFT,PARK HILL & WHITGIFT,,,533650,165050,,,London,Croydon,289.0,Croydon,601.0,Norbury,2.0,2.0,2,60,388,1.0
140411-11092023,11-Sep-23,2023,19:24:48,19,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,SE27,0.0,21901551,E09000022,LAMBETH,Lambeth,E05014106,KNIGHT'S HILL,KNIGHT'S HILL,,,531650,171550,,,London,West Norwood,188.0,West Norwood,,,1.0,1.0,1,60,388,1.0
171910-03112023,03-Nov-23,2023,16:03:43,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E3,0.0,22700470,E09000030,TOWER HAMLETS,Tower Hamlets,E05009322,BROMLEY SOUTH,BROMLEY SOUTH,,,537850,182250,,,London,Poplar,292.0,Poplar,,,1.0,1.0,1,60,388,3.0
044962-31032023,31-Mar-23,2023,21:29:12,21,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,NW6,0.0,20400400,E09000007,CAMDEN,Camden,E05013665,KILBURN,KILBURN,,,524950,184350,,,London,West Hampstead,408.0,Paddington,,,1.0,1.0,1,60,364,1.0
020930-11022023,11-Feb-23,2023,09:57:26,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N4,0.0,21103655,E09000014,HARINGEY,Haringey,E05013600,STROUD GREEN,STROUD GREEN,,,530550,187850,,,London,Hornsey,541.0,Kentish Town,573.0,Kentish Town,1.0,2.0,2,60,364,2.0
188176-30112023,30-Nov-23,2023,18:40:28,18,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W1J,0.0,8400888,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,,,528750,180450,,,London,Soho,,,,,1.0,1.0,1,60,388,2.0
085254-12062023,12-Jun-23,2023,22:29:48,22,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,SE6 4BD,SE6,100023278242.0,22004211,E09000023,LEWISHAM,Lewisham,E05013730,RUSHEY GREEN,RUSHEY GREEN,537733.0,173587.0,537750,173550,51.44453819,-0.019469585,London,Lewisham,191.0,Lewisham,64.0,Lewisham,3.0,4.0,4,83,537,2.0
181746-19112023,19-Nov-23,2023,19:22:18,19,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,N1,0.0,21605337,E09000019,ISLINGTON,Islington,E05013698,BARNSBURY,BARNSBURY,,,531350,184050,,,London,Islington,,,,,,,1,60,388,2.0
053909-18042023,18-Apr-23,2023,17:56:36,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,E17,0.0,22869300,E09000031,WALTHAM FOREST,Waltham Forest,E05013893,HOE STREET,HOE STREET,,,537650,189450,,,London,Walthamstow,416.0,Leyton,565.0,Woodford,2.0,2.0,2,60,388,1.0
153481-03102023,03-Oct-23,2023,14:17:30,14,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,W5 4BP,W5,12080134.0,20600325,E09000009,EALING,Ealing,E05013530,NORTHFIELD,NORTHFIELD,517274.0,178472.0,517250,178450,51.49304165,-0.312105074,London,Ealing,331.0,Ealing,508.0,Heston,2.0,2.0,2,60,388,1.0
052728-16042023,16-Apr-23,2023,12:39:35,12,Special Service,Special Service,Animal assistance incidents,Dwelling,House - single occupancy ,Within same building,,CR4,0.0,22105844,E09000024,MERTON,Merton,E05013821,POLLARDS HILL,POLLARDS HILL,,,530350,168150,,,London,Norbury,601.0,Norbury,,,1.0,1.0,1,60,388,1.0
087161-15062023,15-Jun-23,2023,20:20:38,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SE12,0.0,22001742,E09000023,LEWISHAM,Lewisham,E05013726,LEE GREEN,LEE GREEN,,,539650,173950,,,London,Lee Green,319.0,Lewisham,347.0,Eltham,2.0,2.0,2,60,388,1.0
062316-04052023,04-May-23,2023,20:35:41,20,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,BR3 3AT,BR3,10013150721.0,20302023,E09000006,BROMLEY,Bromley,E05013999,KELSEY & EDEN PARK,KELSEY & EDEN PARK,537482.0,168014.0,537450,168050,51.39451636,-0.025234032,London,Beckenham,576.0,Bromley,,,1.0,1.0,1,60,388,1.0
157908-10102023,10-Oct-23,2023,20:58:50,20,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,SE10,0.0,20800688,E09000011,GREENWICH,Greenwich,E05014081,GREENWICH PARK,GREENWICH PARK,,,538050,176850,,,London,Greenwich,101.0,Greenwich,,,1.0,1.0,1,60,388,1.0
030923-03032023,03-Mar-23,2023,12:39:14,12,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E5,0.0,20901047,E09000012,HACKNEY,Hackney,E05009383,SPRINGFIELD,SPRINGFIELD,,,534850,187050,,,London,Stoke Newington,319.0,Stoke Newington,320.0,Stoke Newington,1.0,2.0,2,60,364,1.0
170960-01112023,01-Nov-23,2023,22:24:51,22,False Alarm,AFA,,Non Residential,Large supermarket ,Within same building,CR2 8LE,CR2,10014052017.0,20502645,E09000008,CROYDON,Croydon,E05011481,SELSDON VALE & FORESTDALE,SELSDON VALE & FORESTDALE,535270.0,162439.0,535250,162450,51.34494642,-0.059141445,London,Addington,528.0,Croydon,,,1.0,1.0,1,60,388,1.0
071963-22052023,22-May-23,2023,21:18:50,21,Special Service,Special Service,No action (not false alarm),Road Vehicle,Bus/coach ,In street outside gazetteer location,E6 5NP,E6,46019981.0,22200529,E09000025,NEWHAM,Newham,E05013904,BECKTON,BECKTON,543472.0,180925.0,543450,180950,51.50904707,0.066028123,London,East Ham,268.0,East Ham,580.0,Barking,2.0,2.0,2,60,388,1.0
071031-21052023,21-May-23,2023,02:45:38,2,Special Service,Special Service,No action (not false alarm),Outdoor,Tree scrub ,In street outside gazetteer location,SE7 7PH,SE7,10010226876.0,20801577,E09000011,GREENWICH,Greenwich,E05014075,CHARLTON VILLAGE & RIVERSIDE,CHARLTON VILLAGE & RIVERSIDE,541116.0,178100.0,541150,178150,51.48426258,0.030979412,London,East Greenwich,217.0,East Greenwich,232.0,East Greenwich,1.0,2.0,2,60,388,2.0
172939-05112023,05-Nov-23,2023,07:06:20,7,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0.0,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,WHITE CITY,WHITE CITY,,,522950,180050,,,London,Hammersmith,318.0,Hammersmith,,,1.0,1.0,1,60,388,1.0
011310-23012023,23-Jan-23,2023,16:54:15,16,False Alarm,AFA,,Non Residential,Takeaway/ fast food ,Correct incident location,SW16 4RW,SW16,200001216847.0,20500822,E09000008,CROYDON,Croydon,E05011472,NORBURY & POLLARDS HILL,NORBURY & POLLARDS HILL,530810.0,169360.0,530850,169350,51.40819188,-0.12059289,London,Norbury,136.0,Norbury,,,1.0,1.0,1,60,364,1.0
184585-24112023,24-Nov-23,2023,19:07:26,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N5,0.0,21602999,E09000019,ISLINGTON,Islington,E05013704,HIGHBURY,HIGHBURY,,,532450,186050,,,London,Stoke Newington,194.0,Stoke Newington,,,1.0,1.0,1,60,388,1.0
021037-11022023,11-Feb-23,2023,13:28:21,13,False Alarm,AFA,,Non Residential,TV/film/music/art studio ,Within same building,W6 0PW,W6,34143474.0,21000032,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,GROVE,GROVE,523121.0,179059.0,523150,179050,51.49707858,-0.227705202,London,Hammersmith,235.0,Hammersmith,,,1.0,1.0,1,60,364,1.0
168368-28102023,28-Oct-23,2023,13:32:07,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,WC1N,0.0,20400989,E09000007,CAMDEN,Camden,E05013653,BLOOMSBURY,BLOOMSBURY,,,530250,182250,,,London,Euston,366.0,Holloway,438.0,Soho,3.0,3.0,3,60,388,1.0
167588-27102023,27-Oct-23,2023,02:43:13,2,False Alarm,AFA,,Non Residential,Telephone exchange,Within same building,UB3 2HW,UB3,100023415979.0,21400630,E09000017,HILLINGDON,Hillingdon,E05013569,HAYES TOWN,HAYES TOWN,509860.0,179970.0,509850,179950,51.50799384,-0.418390315,London,Hayes,324.0,Hayes,,,1.0,1.0,1,60,388,1.0
055735-22042023,22-Apr-23,2023,15:35:16,15,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,W5 2ND,W5,12178355.0,20601712,E09000009,EALING,Ealing,E05013520,EALING BROADWAY,EALING BROADWAY,517790.0,180759.0,517750,180750,51.51348988,-0.303910421,London,Ealing,556.0,Ealing,,,1.0,1.0,1,60,388,2.0
055686-22042023,22-Apr-23,2023,13:48:49,13,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SE1 8XX,SE1,200000480098.0,21901574,E09000022,LAMBETH,Lambeth,E05014118,WATERLOO & SOUTH BANK,WATERLOO & SOUTH BANK,530785.0,180287.0,530750,180250,51.5063941,-0.116913895,London,Lambeth,266.0,Dowgate,,,1.0,1.0,1,60,388,1.0
010794-22012023,22-Jan-23,2023,19:47:17,19,False Alarm,False alarm - Good intent,,Outdoor,Park ,On land associated with building,SE9 2PQ,SE9,10010227951.0,20800162,E09000011,GREENWICH,Greenwich,E05014079,ELTHAM TOWN & AVERY HILL,ELTHAM TOWN & AVERY HILL,544311.0,174257.0,544350,174250,51.44891988,0.075393972,London,Eltham,238.0,Eltham,,,1.0,1.0,1,60,364,1.0
090808-21062023,21-Jun-23,2023,19:41:05,19,Special Service,Special Service,Effecting entry/exit,Non Residential,Hospital ,Within same building,SM2 5NF,SM2,5870113566.0,22602231,E09000029,SUTTON,Sutton,E05013755,BELMONT,BELMONT,525962.0,162283.0,525950,162250,51.34568101,-0.192761395,London,Sutton,538.0,Sutton,,,1.0,1.0,1,60,388,2.0
085917-13062023,13-Jun-23,2023,22:35:09,22,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,E13 9QG,E13,46253372.0,22200398,E09000025,NEWHAM,Newham,E05013919,PLAISTOW SOUTH,PLAISTOW SOUTH,541555.0,182608.0,541550,182650,51.52465619,0.039108604,London,Plaistow,222.0,East Ham,,,1.0,1.0,1,60,388,2.0
019213-07022023,07-Feb-23,2023,19:50:40,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N1,0.0,21610125,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,532250,183550,,,London,Islington,234.0,Islington,328.0,Shoreditch,5.0,5.0,6,66,400,2.0
131684-29082023,29-Aug-23,2023,17:13:01,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E1,0.0,22700221,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,WHITECHAPEL,WHITECHAPEL,,,534050,181350,,,London,Whitechapel,187.0,Whitechapel,325.0,Shadwell,3.0,3.0,3,60,388,1.0
146897-22092023,22-Sep-23,2023,06:35:47,6,Special Service,Special Service,Medical Incident,Outdoor,Woodland/forest - broadleaf/hardwood ,Open land/water - nearest gazetteer location,SW11 4NJ,SW11,10033237718.0,22900030,E09000032,WANDSWORTH,Wandsworth,E05014010,BATTERSEA PARK,BATTERSEA PARK,528281.0,177529.0,528250,177550,51.48217819,-0.153975193,London,Battersea,302.0,Chelsea,,,1.0,1.0,1,85,550,1.0
118778-07082023,07-Aug-23,2023,07:13:28,7,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,N20,0.0,20032540,E09000003,BARNET,Barnet,E05013650,WHETSTONE,WHETSTONE,,,526650,194050,,,London,Barnet,399.0,Barnet,,,1.0,1.0,1,60,388,2.0
029469-28022023,28-Feb-23,2023,10:02:53,10,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,BR2,0.0,20300668,E09000006,BROMLEY,Bromley,E05013990,BROMLEY COMMON & HOLWOOD,BROMLEY COMMON & HOLWOOD,,,542250,167350,,,London,Bromley,356.0,Bromley,371.0,Bromley,3.0,5.0,7,1028,6237,2.0
056811-24042023,24-Apr-23,2023,18:40:40,18,Special Service,Special Service,Flooding,Non Residential,Gym ,Within same building,SW20 8LX,SW20,48082731.0,22103623,E09000024,MERTON,Merton,E05013820,MERTON PARK,MERTON PARK,524377.0,169325.0,524350,169350,51.40932421,-0.213049029,London,Wimbledon,198.0,Wimbledon,,,1.0,1.0,1,60,388,1.0
067123-13052023,13-May-23,2023,22:52:54,22,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,IG11,0.0,19900631,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014061,GASCOIGNE,GASCOIGNE,,,544250,183350,,,London,Barking,282.0,Barking,,,1.0,1.0,1,60,388,1.0
188941-01122023,01-Dec-23,2023,23:37:02,23,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Within same building,,NW10,0.0,20202057,E09000005,BRENT,Brent,E05013510,STONEBRIDGE,STONEBRIDGE,,,520950,183550,,,London,Park Royal,197.0,Park Royal,749.0,Willesden,2.0,2.0,2,60,388,1.0
199463-19122023,19-Dec-23,2023,19:24:48,19,False Alarm,AFA,,Non Residential,Telephone exchange,Correct incident location,CR0 1SG,CR0,10096151551.0,20501978,E09000008,CROYDON,Croydon,E05011468,FAIRFIELD,FAIRFIELD,532117.0,165418.0,532150,165450,51.3724573,-0.103281,London,Croydon,,,,,1.0,1.0,5,140,905,1.0
199520-19122023,19-Dec-23,2023,21:55:58,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,SW2,0.0,21900728,E09000022,LAMBETH,Lambeth,E05014097,BRIXTON RUSH COMMON,BRIXTON RUSH COMMON,,,530550,173550,,,London,West Norwood,277.0,Brixton,285.0,Brixton,1.0,2.0,2,60,388,1.0
013889-28012023,28-Jan-23,2023,16:17:53,16,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SE6,0.0,22004535,E09000023,LEWISHAM,Lewisham,E05013730,RUSHEY GREEN,RUSHEY GREEN,,,538150,173650,,,London,Lewisham,322.0,Lewisham,,,1.0,1.0,1,60,364,1.0
168981-29102023,29-Oct-23,2023,13:18:22,13,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,HA5,0.0,21201743,E09000015,HARROW,Harrow,E05013555,PINNER,PINNER,,,511950,189650,,,London,Harrow,251.0,Harrow,,,1.0,1.0,1,60,388,1.0
008582-18012023,18-Jan-23,2023,22:28:43,22,False Alarm,False alarm - Good intent,,Non Residential,College/University ,Within same building,E1 0PT,E1,6027515.0,22700083,E09000030,TOWER HAMLETS,Tower Hamlets,E05009334,STEPNEY GREEN,STEPNEY GREEN,535626.0,181301.0,535650,181350,51.5143623,-0.0468174,London,Shadwell,222.0,Shadwell,,,1.0,1.0,1,60,364,1.0
185520-26112023,26-Nov-23,2023,07:38:24,7,Special Service,Special Service,RTC,Road Vehicle,Car ,Nearby address - street not listed in gazetteer,E1 0DN,E1,6025361.0,22700761,E09000030,TOWER HAMLETS,Tower Hamlets,E05009332,SHADWELL,SHADWELL,535054.0,180780.0,535050,180750,51.50982035,-0.055247246,London,Shadwell,273.0,Shadwell,,,1.0,1.0,1,60,388,1.0
004010-09012023,09-Jan-23,2023,14:08:59,14,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E9,0.0,20900995,E09000012,HACKNEY,Hackney,E05009386,VICTORIA,VICTORIA,,,535050,183850,,,London,Bethnal Green,335.0,Homerton,,,1.0,1.0,1,60,364,1.0
027564-24022023,24-Feb-23,2023,14:08:13,14,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,IG11,0.0,19900568,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014060,EASTBURY,EASTBURY,,,545350,183950,,,London,Barking,242.0,Barking,,,1.0,1.0,1,60,364,1.0
177908-13112023,13-Nov-23,2023,05:34:05,5,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SE3 7HS,SE3,10023228371.0,22005615,E09000023,LEWISHAM,Lewisham,E05013715,BLACKHEATH,BLACKHEATH,540249.0,176921.0,540250,176950,51.47387583,0.018023369,London,East Greenwich,301.0,East Greenwich,317.0,Greenwich,2.0,2.0,2,60,388,1.0
009812-21012023,21-Jan-23,2023,02:18:14,2,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE14,0.0,22007015,E09000023,LEWISHAM,Lewisham,E05013719,DEPTFORD,DEPTFORD,,,536150,177650,,,London,Deptford,366.0,New Cross,366.0,Deptford,2.0,2.0,2,60,364,1.0
056397-23042023,23-Apr-23,2023,20:50:16,20,Fire,Secondary Fire,,Outdoor,Cycle path/public footpath/bridleway ,On land associated with building,UB3 4JE,UB3,100021436656.0,21401863,E09000017,HILLINGDON,Hillingdon,E05013576,PINKWELL,PINKWELL,509306.0,178740.0,509350,178750,51.49704922,-0.426743163,London,Hayes,304.0,Hayes,,,1.0,1.0,1,60,388,1.0
067619-14052023,14-May-23,2023,21:31:50,21,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,SE9,0.0,20800762,E09000011,GREENWICH,Greenwich,E05014086,"MOTTINGHAM, COLDHARBOUR & NEW ELTHAM","MOTTINGHAM, COLDHARBOUR & NEW ELTHAM",,,543350,171650,,,London,Eltham,318.0,Eltham,402.0,Sidcup,2.0,3.0,3,375,2425,5.0
144564-18092023,18-Sep-23,2023,17:09:26,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W6,0.0,21000806,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,GROVE,GROVE,,,522950,179450,,,London,Hammersmith,266.0,Hammersmith,267.0,Hammersmith,1.0,2.0,2,60,388,1.0
065015-09052023,09-May-23,2023,19:22:23,19,False Alarm,False alarm - Good intent,,Non Residential,Law Courts ,On land associated with building,N17 6RT,N17,100023164090.0,21106476,E09000014,HARINGEY,Haringey,E05013587,BRUCE CASTLE,BRUCE CASTLE,533566.0,190591.0,533550,190550,51.59833969,-0.072954968,London,Tottenham,197.0,Tottenham,,,1.0,1.0,1,60,388,1.0
152275-01102023,01-Oct-23,2023,10:59:43,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E16,0.0,22201649,E09000025,NEWHAM,Newham,E05013908,CUSTOM HOUSE,CUSTOM HOUSE,,,540850,180950,,,London,Plaistow,223.0,Plaistow,296.0,East Ham,2.0,2.0,2,60,388,1.0
127443-22082023,22-Aug-23,2023,12:22:05,12,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,W5,0.0,20601874,E09000009,EALING,Ealing,E05013521,EALING COMMON,EALING COMMON,,,519050,180750,,,London,Acton,524.0,Wembley,732.0,Park Royal,2.0,2.0,2,67,433,1.0
